scale,item_idx,source_id,gold_letter,n_options,condition,pred_letter,correct,answer_text,first_token_entropy_nats,per_token_entropy_mean_nats,perplexity_5tok,search_status,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_path_json,n_paths_evaluated,n_apply_failures
1B,48,Mercury_7080955,D,4,E,A,0,A.,1.5667905807495117,1.452519694964091,1.5989286799981142,ok,-0.1386338611761705,-0.13323837355278023,1.630581467239945,"[0.5,1.0,1.0]",27,0
1B,49,ACTAAP_2009_5_4,D,4,G,A,0,A.,1.4672331809997559,1.205612023671468,1.7394869896703193,n/a,,,,,,
1B,49,ACTAAP_2009_5_4,D,4,R,A,0,A.,1.4094312191009521,1.3625325361887615,1.7394869896703193,ok,0.5383193870488733,0.9439710852559557,1.495836438956084,"[1.0,1.0,0.1]",27,0
1B,49,ACTAAP_2009_5_4,D,4,E,A,0,A.,1.3675552606582642,1.2612390915552776,1.7394869896703193,ok,-0.1318664658767117,-0.11637854339460078,1.5509848285604406,"[1.0,0.5,1.0]",27,0
1B,50,Mercury_7017010,A,4,G,A,1,"A. meter stick,",1.473289132118225,0.7644816222600639,1.356899531431453,n/a,,,,,,
1B,50,Mercury_7017010,A,4,R,A,1,"A. meter stick,",1.6298058032989502,0.9327226430177689,1.356899531431453,ok,0.5382163636509265,0.9971202420422498,1.6020801288110238,"[0.5,0.5,0.5]",27,0
1B,50,Mercury_7017010,A,4,E,A,1,"A. meter stick,",1.5025800466537476,1.0112171784043311,1.356899531431453,ok,-0.1391016953200673,-0.1277510371477969,1.6360840311756841,"[0.5,1.0,1.0]",27,0
1B,51,Mercury_7146108,B,4,G,A,0,A. radio wave emissions,1.3610759973526,0.8274859476834535,1.3336409857814573,n/a,,,,,,
1B,51,Mercury_7146108,B,4,R,A,0,A. radio wave emissions,1.5666688680648804,0.7417075956705957,1.3336409857814573,ok,0.49185502211630455,0.9789923992586632,1.446503383141977,"[0.1,0.1,0.5]",27,0
1B,51,Mercury_7146108,B,4,E,A,0,A. radio wave emissions,1.2253082990646362,0.7752322573214769,1.3336409857814573,ok,-0.12191362197649751,-0.10413174763570271,1.43392163294333,"[1.0,1.0,1.0]",27,0
1B,52,NYSEDREGENTS_2012_4_12,C,4,G,C,1,C. erosion,1.4277299642562866,0.7843463197350502,1.5048930079623533,n/a,,,,,,
1B,52,NYSEDREGENTS_2012_4_12,C,4,R,C,1,C. erosion,1.5723495483398438,0.7681113630533218,1.5048930079623533,ok,0.44641327282188786,0.9457456220842972,1.4239345788955688,"[0.1,0.1,0.1]",27,0
1B,52,NYSEDREGENTS_2012_4_12,C,4,E,C,1,C. erosion,1.3552085161209106,0.799644947052002,1.5048930079623533,ok,-0.12276037133724481,-0.11522134469410325,1.4438809156417847,"[1.0,0.5,1.0]",27,0
1B,53,VASoL_2009_5_3,A,4,G,A,1,A.,0.9273810386657715,1.0543531974156697,1.4575069710000532,n/a,,,,,,
1B,53,VASoL_2009_5_3,A,4,R,A,1,A,0.7381033897399902,0.879340648651123,6.061962293581796,ok,0.5855714207601174,0.969013828754687,0.7196892036332024,"[0.1,0.1,1.0]",27,0
1B,53,VASoL_2009_5_3,A,4,E,A,1,A.,0.4839041531085968,1.1579378545284271,1.4575069710000532,ok,-0.0565805897311051,-0.04145199767388264,0.6654886492976436,"[1.0,1.0,0.5]",27,0
1B,54,Mercury_SC_401253,C,4,G,A,0,A. It boils.,1.4330474138259888,0.9672519445419312,1.410357698018613,n/a,,,,,,
1B,54,Mercury_SC_401253,C,4,R,A,0,A. It boils.,1.3038753271102905,1.0925407648086547,1.410357698018613,ok,0.49632206360717535,0.9985187743122429,1.2860962196632668,"[1.0,0.1,0.1]",27,0
1B,54,Mercury_SC_401253,C,4,E,A,0,A. It boils.,1.2039493322372437,1.2500540137290954,1.410357698018613,ok,-0.10690228904218431,-0.10233711919426634,1.2573615842395358,"[0.5,1.0,1.0]",27,0
1B,55,Mercury_7235953,B,4,G,A,0,A. low density,1.2862414121627808,0.9407162368297577,1.4847556838460687,n/a,,,,,,
1B,55,Mercury_7235953,B,4,R,A,0,A. low density,1.1822055578231812,0.7994209617376328,1.8710508597181494,ok,0.5726241807875299,0.9171624707163276,1.111333555645413,"[0.5,0.1,0.1]",27,0
1B,55,Mercury_7235953,B,4,E,A,0,A. low density,1.0836583375930786,0.8919328778982163,1.4847556838460687,ok,-0.09447726315526636,-0.0921338446159167,1.1112211192095722,"[1.0,0.1,1.0]",27,0
1B,56,Mercury_403974,D,4,G,A,0,A. C,1.1739215850830078,1.2360527366399765,1.6794594910881637,n/a,,,,,,
1B,56,Mercury_403974,D,4,R,A,0,A. chemical energy.,0.8168588876724243,1.3266674399375915,3.429227711113033,ok,0.4872824817974508,0.9078663583390834,0.8250133704256128,"[0.5,0.1,1.0]",27,0
1B,56,Mercury_403974,D,4,E,A,0,A. chemical energy.,0.6356160044670105,1.2819223403930664,2.4622734373067225,ok,-0.07006289914622593,-0.0539827847407548,0.8240646543326201,"[1.0,1.0,1.0]",27,0
1B,57,Mercury_7241063,C,4,G,A,0,A,1.191727638244629,1.3465871810913086,1.9225855235897666,n/a,,,,,,
1B,57,Mercury_7241063,C,4,R,A,0,A,1.2227556705474854,1.1015748381614685,1.9225855235897666,ok,0.519687259888631,0.9837615181175298,1.1809873404326263,"[0.1,0.1,1.0]",27,0
1B,57,Mercury_7241063,C,4,E,A,0,A,1.096145510673523,1.1406826376914978,1.9225855235897666,ok,-0.1002616372608912,-0.09319551804597684,1.1792556753864996,"[1.0,0.5,1.0]",27,0
1B,58,MCAS_2010_8_12015,B,4,G,A,0,A.,1.428353190422058,1.0955268740653992,1.5294027365523661,n/a,,,,,,
1B,58,MCAS_2010_8_12015,B,4,R,A,0,A.,1.519734501838684,1.3622392416000366,1.5294027365523661,ok,0.5595754554060803,0.9853622887613943,1.5122799652594108,"[1.0,0.5,0.1]",27,0
1B,58,MCAS_2010_8_12015,B,4,E,A,0,A.,1.4036805629730225,1.1988615194956462,1.5294027365523661,ok,-0.12788385321650728,-0.11934249236395571,1.504142200505292,"[1.0,1.0,1.0]",27,0
1B,59,Mercury_7168350,A,4,G,A,1,A. digestive,1.2275258302688599,1.0183831825852394,1.4578184328444226,n/a,,,,,,
1B,59,Mercury_7168350,A,4,R,A,1,A,1.0882439613342285,1.0985515713691711,6.7073165800553305,ok,0.4715058118702209,0.9998182582707331,1.0324903903184113,"[0.1,1.0,0.1]",27,0
1B,59,Mercury_7168350,A,4,E,A,1,A. digestive,0.8676386475563049,0.9628424197435379,1.4578184328444226,ok,-0.08750991232140512,-0.0737676088150344,1.0292726468156885,"[0.5,1.0,1.0]",27,0
1B,60,Mercury_SC_402980,B,4,G,A,0,A. B,1.3851739168167114,0.8037502057850361,1.5379085342479515,n/a,,,,,,
1B,60,Mercury_SC_402980,B,4,R,A,0,A. writing a science,1.456413984298706,0.6506706643849611,1.4284715004493314,ok,0.5166652378526938,0.9765283853320543,1.3865956862767537,"[0.1,0.1,0.5]",27,0
1B,60,Mercury_SC_402980,B,4,E,A,0,A. writing a science,1.2930912971496582,0.7532276585698128,1.4284715004493314,ok,-0.11760961534628497,-0.10978676256313867,1.3832988385800962,"[1.0,1.0,0.5]",27,0
1B,61,Mercury_417126,D,4,G,A,0,A. water,1.4988528490066528,1.0712574124336243,1.6230485613034193,n/a,,,,,,
1B,61,Mercury_417126,D,4,R,A,0,"A. water

B",1.6900973320007324,1.439015519618988,2.71849593305573,ok,0.4145242212321555,0.9520437151422776,1.542826701093603,"[0.1,0.1,0.5]",27,0
1B,61,Mercury_417126,D,4,E,A,0,A. water,1.3803966045379639,1.2416233122348785,1.6230485613034193,ok,-0.13808541380179354,-0.11736286416004786,1.62413074793639,"[1.0,0.5,1.0]",27,0
1B,62,NYSEDREGENTS_2010_8_2,D,4,G,A,0,1. A hypothesis,1.9087613821029663,1.8375752687454223,2.134653470795343,n/a,,,,,,
1B,62,NYSEDREGENTS_2010_8_2,D,4,R,A,0,1. A student,2.1849751472473145,2.3150341868400575,2.4334385675292842,ok,0.4986729741182511,0.9900896335424143,2.2350212556344493,"[0.5,1.0,1.0]",27,0
1B,62,NYSEDREGENTS_2010_8_2,D,4,E,A,0,1. A. inference,2.099879026412964,2.238629126548767,2.8425755609305274,ok,-0.18969659221232568,-0.17781638375827707,2.2311702569325766,"[1.0,1.0,1.0]",27,0
1B,63,NYSEDREGENTS_2010_8_13,B,4,G,D,0,2. DNA,2.010712146759033,0.8204245902597904,1.4104943827079817,n/a,,,,,,
1B,63,NYSEDREGENTS_2010_8_13,B,4,R,D,0,2. DNA,2.261059045791626,0.8631721995770931,1.4104943827079817,ok,0.5376843080900602,0.9531152057236026,2.113551413571393,"[0.1,0.1,0.5]",27,0
1B,63,NYSEDREGENTS_2010_8_13,B,4,E,D,0,1. DNA,2.0413451194763184,1.6618445441126823,2.336862587809758,ok,-0.18053459957669665,-0.173557446586929,2.123408882706254,"[1.0,0.5,1.0]",27,0
1B,64,Mercury_177223,A,4,G,A,1,A. chemical,1.0173852443695068,0.8816829472780228,1.3662317716136647,n/a,,,,,,
1B,64,Mercury_177223,A,4,R,A,1,A. chemical,0.5091623067855835,0.6554445326328278,1.3662317716136647,ok,0.5470919600778604,0.9963447062524196,0.5543124145931668,"[0.1,1.0,1.0]",27,0
1B,64,Mercury_177223,A,4,E,A,1,A. chemical,0.461152583360672,0.7427747026085854,1.3662317716136647,ok,-0.048699732584806206,-0.038871697954453346,0.5727957133893613,"[1.0,1.0,1.0]",27,0
1B,65,Mercury_7200533,A,4,G,A,1,A.,1.2961437702178955,1.53853972752889,1.8775115847123554,n/a,,,,,,
1B,65,Mercury_7200533,A,4,R,A,1,A,1.2021325826644897,1.222174882888794,7.450587020832348,ok,0.5524159398473505,0.9573847253478712,1.138138629772045,"[1.0,0.1,0.1]",27,0
1B,65,Mercury_7200533,A,4,E,A,1,A,0.9789028763771057,1.1021054089069366,7.450587020832348,ok,-0.094255546928597,-0.08322741806843291,1.108613340942948,"[1.0,1.0,0.5]",27,0
1B,66,Mercury_SC_400707,B,4,G,A,0,A.,1.4704211950302124,1.5077954133351643,1.6257242204121756,n/a,,,,,,
1B,66,Mercury_SC_400707,B,4,R,A,0,A. rivers flooding along,1.6511999368667603,1.0439430058002472,2.381692039809343,ok,0.43200201340895866,0.8613348412269891,1.5709108599910029,"[0.1,0.5,0.1]",27,0
1B,66,Mercury_SC_400707,B,4,E,A,0,A.,1.4194011688232422,1.414241075515747,1.6257242204121756,ok,-0.13577527961131564,-0.12067907586673138,1.5969594496267814,"[1.0,1.0,1.0]",27,0
1B,67,Mercury_SC_400380,B,4,G,A,0,A.,1.2703379392623901,1.1023642321427662,1.4792942934452094,n/a,,,,,,
1B,67,Mercury_SC_400380,B,4,R,A,0,A. coal.,0.9761047959327698,0.8527211084961891,1.8869874359428016,ok,0.5907269828757338,0.9987825329492156,1.0586704766308819,"[1.0,1.0,0.5]",27,0
1B,67,Mercury_SC_400380,B,4,E,A,0,A. coal.,0.9761047959327698,0.8527211084961891,1.8869874359428016,ok,-0.09176796997331658,-0.08298952213764177,1.0793549992420055,"[1.0,1.0,0.5]",27,0
1B,68,Mercury_7205590,A,4,G,A,1,A. ocean currents.,1.4844529628753662,1.1509631345048548,1.6677162200290914,n/a,,,,,,
1B,68,Mercury_7205590,A,4,R,A,1,A. ocean currents.,1.4897891283035278,1.022772504761815,1.6677162200290914,ok,0.49128019272789253,0.942409583821148,1.4881543495036937,"[0.5,0.1,1.0]",27,0
1B,68,Mercury_7205590,A,4,E,A,1,A. ocean currents.,1.1813639402389526,0.9731538355350494,1.6677162200290914,ok,-0.12207226393411968,-0.10044088429806766,1.4357875453101263,"[1.0,1.0,1.0]",27,0
1B,69,NYSEDREGENTS_2015_4_30,B,4,G,A,0,A. B,1.2017462253570557,0.8326098546385765,1.4310451217944238,n/a,,,,,,
1B,69,NYSEDREGENTS_2015_4_30,B,4,R,A,0,A.,1.1806877851486206,1.3111064036687214,1.6949158116329184,ok,0.4861302447474292,0.9202982089698296,1.2307687865363226,"[1.0,1.0,0.5]",27,0
1B,69,NYSEDREGENTS_2015_4_30,B,4,E,A,0,A.,1.1707515716552734,1.2849823236465454,1.6949158116329184,ok,-0.1053359722847376,-0.09953860884447106,1.2389389055746574,"[1.0,1.0,1.0]",27,0
1B,70,NYSEDREGENTS_2012_4_17,A,4,G,A,1,A. strong odor,1.3064860105514526,0.7287301301956177,1.292294751096006,n/a,,,,,,
1B,70,NYSEDREGENTS_2012_4_17,A,4,R,A,1,A,1.2925206422805786,1.1441797614097595,8.321753833775606,ok,0.3942954032568356,0.9912543106069636,1.2509480979707506,"[0.5,1.0,0.1]",27,0
1B,70,NYSEDREGENTS_2012_4_17,A,4,E,A,1,A. strong odor,1.1281094551086426,0.7773025125265122,1.292294751096006,ok,-0.10814055030511488,-0.09591312837363618,1.2719257451869823,"[1.0,1.0,1.0]",27,0
1B,71,VASoL_2008_3_5,D,4,G,A,0,A. leaves,1.3806025981903076,0.7011297009885311,1.300940077234879,n/a,,,,,,
1B,71,VASoL_2008_3_5,D,4,R,A,0,A. leaves,1.0790801048278809,0.8398473486304283,1.300940077234879,ok,0.49338016036107457,0.9256506659134456,1.4159476536291618,"[1.0,1.0,1.0]",27,0
1B,71,VASoL_2008_3_5,D,4,E,A,0,A. leaves,1.1752150058746338,0.8093649074435234,1.300940077234879,ok,-0.11806104868621022,-0.09991809501696092,1.3886084998095478,"[0.5,1.0,1.0]",27,0
1B,72,Mercury_SC_415390,D,4,G,A,0,A. iron,1.4795854091644287,0.9571651816368103,1.6246496076531851,n/a,,,,,,
1B,72,Mercury_SC_415390,D,4,R,A,0,A. iron,1.3927435874938965,0.9927906543016434,1.6246496076531851,ok,0.4791253225854421,0.9559708711510531,1.3874081196608368,"[1.0,0.1,0.5]",27,0
1B,72,Mercury_SC_415390,D,4,E,A,0,A. iron,1.298105001449585,1.0697021484375,1.6246496076531851,ok,-0.1177001521686672,-0.11036633997053304,1.384363713087859,"[1.0,1.0,1.0]",27,0
1B,73,Mercury_SC_408436,B,4,G,A,0,A. how to find,1.418721318244934,0.6251188457012177,1.2521344691441731,n/a,,,,,,
1B,73,Mercury_SC_408436,B,4,R,A,0,A. how to find,1.3745781183242798,0.6656919755041599,1.2521344691441731,ok,0.5636687547437348,0.9479657382503438,1.373243044923853,"[0.5,1.0,0.1]",27,0
1B,73,Mercury_SC_408436,B,4,E,A,0,A. how to find,1.2372283935546875,0.6669992409646511,1.2521344691441731,ok,-0.11707426166267577,-0.10518480605463587,1.3770021244331643,"[1.0,1.0,0.5]",27,0
1B,74,Mercury_SC_401143,C,4,G,A,0,A. swimming speed.,1.3351842164993286,0.8007902592420578,1.3336772155006515,n/a,,,,,,
1B,74,Mercury_SC_401143,C,4,R,A,0,A. swimming speed.,1.2211560010910034,0.8364718675613403,1.3336772155006515,ok,0.44863396885629747,0.9919555384168637,1.1522239976459079,"[1.0,0.1,0.1]",27,0
1B,74,Mercury_SC_401143,C,4,E,A,0,A. swimming speed.,0.9233530759811401,0.7316429138183593,1.3336772155006515,ok,-0.09597885621626318,-0.07850451187136093,1.1288825317665383,"[1.0,1.0,1.0]",27,0
1B,75,LEAP_2005_8_10403,D,4,G,D,1,D,1.4116230010986328,1.076699674129486,2.136502815280811,n/a,,,,,,
1B,75,LEAP_2005_8_10403,D,4,R,D,1,D. plants,1.4473211765289307,0.8669656589627266,1.8830925417547328,ok,0.5288509347776544,0.9564313819037199,1.3741312071129128,"[0.5,0.1,0.1]",27,0
1B,75,LEAP_2005_8_10403,D,4,E,A,0,A,1.3191461563110352,1.2072194814682007,11.822124454168044,ok,-0.11584895031930333,-0.1121552825046256,1.3625902776364927,"[1.0,0.5,1.0]",27,0
1B,76,Mercury_7108045,B,4,G,A,0,A.,1.3603016138076782,1.5105971097946167,1.948918598569582,n/a,,,,,,
1B,76,Mercury_7108045,B,4,R,A,0,A.,1.281463384628296,1.5606338183085124,1.948918598569582,ok,0.537098591492774,0.9894163995168083,1.317667559341148,"[0.5,1.0,0.5]",27,0
1B,76,Mercury_7108045,B,4,E,A,0,A.,1.1903945207595825,1.4190078179041545,1.948918598569582,ok,-0.11176657958406598,-0.10120867436031851,1.3145743166958843,"[1.0,1.0,1.0]",27,0
1B,77,Mercury_SC_402251,B,4,G,A,0,A.,1.1630109548568726,0.733452300230662,1.3931743512640882,n/a,,,,,,
1B,77,Mercury_SC_402251,B,4,R,A,0,A. to form a,1.0038442611694336,0.5883666336536407,1.3874125796916208,ok,0.5181880481095708,0.9640943478271675,0.9758157509344595,"[0.5,1.0,0.1]",27,0
1B,77,Mercury_SC_402251,B,4,E,A,0,A. to form a,0.8511476516723633,0.5904108181595802,1.3874125796916208,ok,-0.08432678339216428,-0.07236552588942566,0.9918333733523333,"[0.5,1.0,1.0]",27,0
1B,78,Mercury_7071418,B,4,G,A,0,A.,1.2672672271728516,1.5288667678833008,1.918496962929969,n/a,,,,,,
1B,78,Mercury_7071418,B,4,R,A,0,A. weight of heavy,1.19277024269104,0.9516920790076255,1.857464656064392,ok,0.41601063977750846,0.9583432650676063,1.2491446645171553,"[0.5,1.0,0.5]",27,0
1B,78,Mercury_7071418,B,4,E,A,0,A. weight of heavy,1.1662801504135132,0.9592103227972985,1.857464656064392,ok,-0.1085559357357362,-0.09915844360639826,1.2768114187099315,"[1.0,1.0,0.5]",27,0
1B,79,Mercury_SC_407370,A,4,G,A,1,A. B,1.4108150005340576,1.3038932830095291,1.5576981782278536,n/a,,,,,,
1B,79,Mercury_SC_407370,A,4,R,A,1,A. the changing of,1.3138102293014526,0.7939650259912014,1.7561603319823877,ok,0.4868300624707085,0.9951774885934312,1.2255230656376592,"[0.5,0.5,0.1]",27,0
1B,79,Mercury_SC_407370,A,4,E,A,1,A. the changing of,1.0084115266799927,0.9008770897984505,1.7561603319823877,ok,-0.10322312973208424,-0.08573627654117834,1.2140881088044908,"[1.0,1.0,1.0]",27,0
1B,80,Mercury_7084595,D,4,G,A,0,A.,1.3605507612228394,1.380690336227417,1.6045573412041285,n/a,,,,,,
1B,80,Mercury_7084595,D,4,R,A,0,A. the Moon revolving,1.4527497291564941,0.9258152715861797,1.9123624285744811,ok,0.5288184774010906,0.988209234614936,1.4681642143814653,"[1.0,0.5,0.1]",27,0
1B,80,Mercury_7084595,D,4,E,A,0,A.,1.3155966997146606,1.4940871795018513,1.6045573412041285,ok,-0.12181832643969014,-0.1118535037325011,1.4328007874665436,"[0.5,1.0,1.0]",27,0
1B,81,Mercury_7041335,A,4,G,D,0,D.,1.4293609857559204,1.0072413484255474,2.0343615215916975,n/a,,,,,,
1B,81,Mercury_7041335,A,4,R,A,1,A,1.430701732635498,1.2265352606773376,3.6097881519490396,ok,0.529059665820085,0.9676918660023139,1.457959943347507,"[0.1,1.0,1.0]",27,0
1B,81,Mercury_7041335,A,4,E,A,1,A,1.3999148607254028,1.2169693112373352,3.6097881519490396,ok,-0.12337285733638073,-0.11902232814455552,1.4510848433883101,"[1.0,1.0,1.0]",27,0
1B,82,Mercury_7236320,C,4,G,A,0,A.,1.4170684814453125,1.091490387916565,1.4696548174097253,n/a,,,,,,
1B,82,Mercury_7236320,C,4,R,A,0,A.,1.396017074584961,1.3389491240183513,1.4696548174097253,ok,0.5673034614723421,0.9463702915685424,1.5180800844121862,"[0.5,1.0,1.0]",27,0
1B,82,Mercury_7236320,C,4,E,A,0,A.,1.3925347328186035,1.3373215993245442,1.4696548174097253,ok,-0.1290251135833473,-0.11839486141060236,1.5175654579091955,"[1.0,1.0,0.5]",27,0
1B,83,LEAP__5_10308,A,4,G,A,1,A. identifying genetic disorders,1.3833603858947754,0.7586583363823592,1.3493992028177193,n/a,,,,,,
1B,83,LEAP__5_10308,A,4,R,A,1,A. identifying genetic disorders,1.5485895872116089,0.8100660831667483,1.3493992028177193,ok,0.5551956875002662,0.9929114946034134,1.3948845951645463,"[0.1,0.5,0.1]",27,0
1B,83,LEAP__5_10308,A,4,E,A,1,A. identifying genetic disorders,1.1893706321716309,0.8384848915040493,1.3493992028177193,ok,-0.11827136757223304,-0.10112162220670717,1.3910822250224926,"[1.0,1.0,1.0]",27,0
1B,84,Mercury_7068425,B,4,G,A,0,A. constant weathering,1.3422390222549438,0.7355687842995394,1.316360226279484,n/a,,,,,,
1B,84,Mercury_7068425,B,4,R,A,0,A. constant weathering,1.3928241729736328,0.7375494679727126,1.316360226279484,ok,0.4685985436987381,0.953293175039881,1.4714068350968537,"[1.0,1.0,0.1]",27,0
1B,84,Mercury_7068425,B,4,E,A,0,A. constant weathering,1.3222248554229736,0.7742261565406807,1.316360226279484,ok,-0.12327327981996877,-0.11241703694858486,1.4499136341942682,"[1.0,1.0,1.0]",27,0
1B,85,Mercury_SC_401308,A,4,G,A,1,A. A seed is,1.2086037397384644,0.8288100868463516,1.2830629273551588,n/a,,,,,,
1B,85,Mercury_SC_401308,A,4,R,A,1,A. A seed is,1.1747788190841675,0.7231716930866241,1.2830629273551588,ok,0.5727724292762534,0.9684367927278893,1.1062456678461146,"[0.5,0.5,0.1]",27,0
1B,85,Mercury_SC_401308,A,4,E,A,1,A. A seed is,0.9994072318077087,0.7403539955615998,1.2830629273551588,ok,-0.09465791862476299,-0.0843171612318062,1.113345949738114,"[0.5,1.0,1.0]",27,0
1B,86,NYSEDREGENTS_2008_4_18,A,4,G,A,1,A. root,1.1726908683776855,0.7567576766014099,1.3202158277543277,n/a,,,,,,
1B,86,NYSEDREGENTS_2008_4_18,A,4,R,A,1,A,0.8784250020980835,0.8712527751922607,4.748647911976693,ok,0.4444676423575209,0.9581096185938854,0.948729709342674,"[1.0,0.1,1.0]",27,0
1B,86,NYSEDREGENTS_2008_4_18,A,4,E,A,1,A,0.8330252766609192,0.8623440563678741,4.748647911976693,ok,-0.08007919382338102,-0.07082474128467256,0.9418741442539074,"[1.0,1.0,1.0]",27,0
1B,87,Mercury_7165550,A,4,G,A,1,A.,1.0779519081115723,1.092990756034851,1.352843833753766,n/a,,,,,,
1B,87,Mercury_7165550,A,4,R,A,1,A. kinetic energy converted,1.082162618637085,0.9447176724672317,2.019027308780948,ok,0.6449400697554604,0.9949993297825809,1.0314170210449785,"[0.1,1.0,0.1]",27,0
1B,87,Mercury_7165550,A,4,E,A,1,A.,0.8532065749168396,1.24693367878596,1.352843833753766,ok,-0.08542441069840032,-0.07254057784787228,1.0047434281419825,"[1.0,1.0,0.5]",27,0
1B,88,Mercury_7114923,C,4,G,A,0,A. parasitism,1.5271679162979126,0.7618597617605701,1.2984736767585021,n/a,,,,,,
1B,88,Mercury_7114923,C,4,R,A,0,A. parasitism,1.4368159770965576,0.5604145382996648,1.2984736767585021,ok,0.4848511445624229,0.9359731458483395,1.4824167357550726,"[0.5,1.0,0.5]",27,0
1B,88,Mercury_7114923,C,4,E,A,0,A. parasitism,1.4268802404403687,0.5608263750560581,1.2984736767585021,ok,-0.1275293956220955,-0.12131495490566735,1.499973147003739,"[1.0,0.1,1.0]",27,0
1B,89,Mercury_SC_408434,D,4,G,A,0,A. A,1.4853988885879517,1.1783585250377655,1.520284546355931,n/a,,,,,,
1B,89,Mercury_SC_408434,D,4,R,A,0,A. A robin that,1.5641226768493652,1.2696267753839492,2.5352958900544027,ok,0.42335655968837355,0.9786560731866026,1.5018480088975694,"[0.5,0.5,0.1]",27,0
1B,89,Mercury_SC_408434,D,4,E,A,0,A.,1.372022271156311,1.3804346323013306,1.8614968140383124,ok,-0.1279584573359582,-0.11665086896397821,1.505019678009881,"[1.0,1.0,1.0]",27,0
1B,90,Mercury_7008453,C,4,G,A,0,A. barometer,1.329326868057251,0.6611810717731714,1.3199500650730018,n/a,,,,,,
1B,90,Mercury_7008453,C,4,R,A,0,A. barometer,1.2183424234390259,0.6578182518482208,1.3199500650730018,ok,0.5536593837344851,0.9807590943482836,1.2196336763876456,"[1.0,0.1,0.5]",27,0
1B,90,Mercury_7008453,C,4,E,A,0,A. barometer,1.1292091608047485,0.7148892290890216,1.3199500650730018,ok,-0.1043694656355451,-0.09600662658263193,1.227571063571506,"[1.0,1.0,1.0]",27,0
1B,91,NYSEDREGENTS_2010_8_14,C,4,G,A,0,1. mutation,2.4936177730560303,1.772158443927765,2.266465118888824,n/a,,,,,,
1B,91,NYSEDREGENTS_2010_8_14,C,4,R,E,0,The correct answer is (,1.8379048109054565,0.7868969164788723,1.9180813673696229,ok,0.4880855739990675,0.9770420286265984,1.896451680748551,"[0.5,0.5,1.0]",27,0
1B,91,NYSEDREGENTS_2010_8_14,C,4,E,E,0,The correct answer is (,1.8379048109054565,0.7868969164788723,1.9180813673696229,ok,-0.16174663383057158,-0.15626072387623238,1.9024288963388514,"[1.0,0.5,0.5]",27,0
1B,92,NYSEDREGENTS_2015_8_24,C,4,G,A,0,A) 1/,2.3948020935058594,1.5396938562393188,1.8514745837987225,n/a,,,,,,
1B,92,NYSEDREGENTS_2015_8_24,C,4,R,E,0,The correct answer is (,2.147371292114258,0.9697472557425499,1.9061223411376056,ok,0.514310406863087,0.9428901863091824,2.013667512823034,"[0.1,0.1,0.1]",27,0
1B,92,NYSEDREGENTS_2015_8_24,C,4,E,E,0,The correct answer is (,1.9453998804092407,0.915568445622921,1.9061223411376056,ok,-0.17124682928014082,-0.16540007498632167,2.014168138857241,"[1.0,0.5,0.5]",27,0
1B,93,NYSEDREGENTS_2008_4_6,B,3,G,A,0,A. decrease,1.127046823501587,0.764241062104702,1.3263562323270481,n/a,,,,,,
1B,93,NYSEDREGENTS_2008_4_6,B,3,R,A,0,A. decrease,1.0133335590362549,1.0996978431940079,1.3263562323270481,ok,0.5367825401979163,0.9407599663844164,1.021816975540585,"[0.1,0.5,1.0]",27,0
1B,93,NYSEDREGENTS_2008_4_6,B,3,E,A,0,A. decrease,0.8772960305213928,1.0284393876791,1.3263562323270481,ok,-0.0892129376686028,-0.07417295015621239,1.0493032623220373,"[1.0,0.5,1.0]",27,0
1B,94,Mercury_400279,B,4,G,A,0,A. evaporate sooner,1.134312391281128,0.7208836076781153,1.337601644532552,n/a,,,,,,
1B,94,Mercury_400279,B,4,R,A,0,A. evaporate sooner,0.7576255202293396,0.6849708054214716,1.337601644532552,ok,0.5106863075865299,0.9063030751996721,0.8873047298855252,"[1.0,0.5,1.0]",27,0
